16,101,65,41
13,100,68,43
15,101,65,41
16,99,65,41
20,98,62,39
20,98,62,39
23,102,62,39
28,105,59,37
28,106,59,37
30,107,59,37
39,108,59,37
40,109,59,37
41,109,59,37
49,111,59,37
52,113,56,35
68,118,56,35
95,119,53,34
97,118,53,34
109,121,51,32
119,123,48,31
119,123,48,31
122,125,48,31
138,127,46,29
146,130,44,28
154,134,44,28
158,135,44,28
159,136,44,28
163,137,44,28
165,137,44,28
165,138,44,28
170,140,44,28
177,144,44,28
177,144,44,28
179,145,44,28
181,147,46,29
180,148,46,29
185,150,44,28
188,152,44,28
189,151,46,29
194,154,46,29
198,156,46,29
201,157,44,28
209,160,44,28
209,160,44,28
211,160,44,28
218,164,42,26
218,165,42,26
219,165,42,26
223,168,42,26
223,168,42,26
223,168,42,26
225,168,42,26
224,168,42,26
222,164,42,26
222,162,42,26
222,161,42,26
221,161,42,26
221,160,40,25
220,159,40,25
221,158,40,25
221,159,40,25
220,158,40,25
220,157,42,26
220,156,42,26
219,155,42,26
219,155,42,26
219,155,42,26
219,155,42,26
220,155,42,26
220,155,42,26
220,156,42,26
220,156,42,26
218,156,42,26
217,156,42,26
218,156,42,26
218,157,42,26
218,158,42,26
218,158,42,26
218,159,42,26
218,158,42,26
217,158,42,26
226,157,40,25
226,156,40,25
226,156,40,25
226,154,42,26
227,151,42,26
227,152,42,26
228,151,42,26
231,148,42,26
233,149,42,26
236,149,40,25
239,147,40,25
240,147,40,25
241,146,40,25
242,145,40,25
242,144,40,25
243,143,40,25
247,143,38,24
247,143,38,24
249,143,38,24
256,142,38,24
255,141,38,24
255,140,38,24
256,141,38,24
256,141,38,24
258,140,38,24
261,139,38,24
261,139,38,24
263,139,38,24
265,139,38,24
265,139,38,24
267,138,38,24
271,138,38,24
271,138,38,24
274,137,38,24
275,137,38,24
276,137,38,24
278,136,38,24
279,136,38,24
281,135,38,24
285,133,38,24
285,132,38,24
285,131,38,24
285,131,38,24
285,131,38,24
287,130,38,24
287,129,38,24
288,129,38,24
290,128,38,24
293,127,38,24
293,127,38,24
294,126,38,24
295,126,38,24
296,125,38,24
297,125,38,24
298,125,38,24
299,125,38,24
299,124,38,24
299,123,38,24
300,122,38,24
301,121,38,24
301,121,38,24
302,121,38,24
302,120,38,24
303,120,38,24
304,119,38,24
305,116,38,24
305,116,38,24
304,115,38,24
304,113,38,24
304,112,40,25
304,111,38,24
304,111,38,24
304,111,38,24
305,110,38,24
306,110,38,24
306,109,38,24
306,109,38,24
304,110,38,24
304,111,38,24
299,112,38,24
295,112,38,24
295,113,38,24
294,112,38,24
290,113,38,24
289,113,38,24
288,113,38,24
282,113,38,24
278,114,38,24
274,114,38,24
274,115,38,24
274,116,38,24
272,116,38,24
271,117,38,24
269,120,36,23
269,120,36,23
269,120,36,23
268,121,38,24
266,121,38,24
266,121,38,24
266,121,38,24
265,122,38,24
264,123,38,24
264,124,38,24
264,126,38,24
264,126,38,24
263,129,38,24
263,129,38,24
262,130,38,24
262,132,38,24
262,132,38,24
262,132,38,24
263,133,38,24
264,133,38,24
264,134,38,24
263,133,40,25
263,132,40,25
263,132,40,25
263,131,40,25
264,130,40,25
264,127,42,26
264,127,42,26
264,125,42,26
266,122,42,26
267,121,42,26
267,121,42,26
264,120,44,28
264,120,44,28
264,120,44,28
263,119,44,28
264,120,42,26
263,120,42,26
264,118,44,28
263,117,46,29
262,117,46,29
259,113,46,29
259,113,46,29
258,112,46,29
255,112,46,29
255,112,46,29
262,112,46,29
271,115,46,29
280,119,48,31
290,122,48,31
291,124,48,31
293,126,48,31
295,127,51,32
295,128,51,32
295,132,51,32
298,135,51,32
299,136,51,32
296,137,51,32
296,137,51,32
293,138,51,32
287,139,53,34
286,137,56,35
287,131,56,35
286,129,59,37
286,124,59,37
287,118,59,37
286,110,62,39
286,108,62,39
286,97,65,41
280,91,68,43
281,85,68,43
274,79,72,45
273,73,72,45
274,72,72,45
272,68,75,48
272,67,75,48
265,62,75,48
264,59,79,50
266,58,75,48
267,57,75,48
262,63,79,50
258,66,79,50
259,67,79,50
257,73,79,50
256,75,79,50
254,77,79,50
250,80,79,50
244,84,79,50
246,86,75,48
238,91,75,48
237,93,72,45
233,94,72,45
233,95,72,45
235,94,72,45
230,95,68,43
225,91,65,41
224,91,65,41
211,92,65,41
203,91,65,41
