152,112,87,55
156,113,87,55
156,115,87,55
155,114,87,55
154,112,91,58
153,114,96,61
155,113,96,61
160,121,91,58
164,122,87,55
174,129,87,55
182,131,83,52
183,131,83,52
183,132,83,52
187,133,79,50
195,137,79,50
196,137,79,50
198,137,79,50
197,134,79,50
197,134,79,50
204,134,79,50
204,133,79,50
207,133,79,50
207,134,79,50
209,135,75,48
215,135,75,48
214,135,75,48
217,136,72,45
221,137,72,45
223,138,72,45
223,138,72,45
222,138,72,45
220,138,72,45
221,138,72,45
222,138,72,45
224,140,68,43
222,140,68,43
223,140,65,41
221,141,65,41
223,142,62,39
223,143,62,39
221,144,62,39
221,144,62,39
223,145,59,37
221,146,59,37
223,148,56,35
223,147,56,35
219,146,56,35
219,146,56,35
216,146,56,35
215,146,56,35
216,146,56,35
217,148,53,34
219,149,51,32
219,149,51,32
219,150,51,32
220,150,51,32
219,151,51,32
218,151,51,32
219,153,51,32
220,154,51,32
219,154,51,32
221,154,51,32
223,155,48,31
225,155,48,31
226,155,46,29
226,155,46,29
226,154,46,29
226,152,48,31
227,153,46,29
227,148,48,31
227,148,48,31
229,149,46,29
230,148,46,29
230,149,46,29
234,147,46,29
236,147,44,28
236,146,44,28
234,145,44,28
235,145,44,28
235,145,44,28
234,145,44,28
234,144,44,28
238,146,42,26
239,146,42,26
238,145,42,26
238,145,42,26
237,145,42,26
237,145,42,26
237,146,42,26
236,146,42,26
239,147,42,26
239,147,42,26
238,147,42,26
238,147,42,26
237,148,42,26
238,148,42,26
237,149,42,26
237,149,42,26
236,150,42,26
236,150,42,26
234,150,42,26
234,151,42,26
235,151,42,26
235,152,42,26
234,153,42,26
234,153,42,26
236,153,42,26
235,155,42,26
235,155,40,25
237,156,38,24
236,156,38,24
237,157,38,24
237,157,38,24
236,158,38,24
236,159,38,24
236,159,38,24
237,159,38,24
235,160,38,24
235,160,38,24
235,162,38,24
235,163,38,24
235,163,38,24
236,163,38,24
236,163,38,24
236,163,38,24
238,163,38,24
239,163,38,24
236,164,38,24
238,165,38,24
239,165,38,24
242,166,38,24
240,167,38,24
240,167,38,24
242,167,38,24
243,167,38,24
243,167,38,24
242,167,38,24
244,169,38,24
244,169,38,24
244,170,38,24
249,172,38,24
248,173,38,24
246,173,38,24
247,174,38,24
249,175,38,24
249,178,36,23
251,176,38,24
251,177,38,24
255,180,38,24
254,181,38,24
255,182,38,24
254,182,38,24
255,183,38,24
254,184,38,24
254,184,38,24
257,185,38,24
258,185,38,24
258,185,38,24
255,186,38,24
255,186,38,24
256,186,38,24
256,186,38,24
256,186,38,24
256,187,38,24
256,188,38,24
255,188,38,24
256,188,38,24
255,190,38,24
254,190,38,24
254,190,38,24
254,191,38,24
254,191,38,24
254,191,38,24
253,192,38,24
251,193,38,24
252,194,38,24
252,195,38,24
251,195,38,24
251,195,38,24
250,196,38,24
248,197,38,24
248,198,38,24
246,199,38,24
247,199,38,24
247,199,38,24
247,199,38,24
244,201,38,24
244,201,38,24
243,201,38,24
243,201,38,24
243,202,38,24
243,203,38,24
243,203,38,24
243,203,38,24
239,204,38,24
235,203,38,24
236,203,36,23
230,203,34,22
231,203,33,21
230,203,33,21
228,203,33,21
228,203,33,21
228,203,33,21
228,203,33,21
228,203,33,21
228,202,34,22
231,202,34,22
231,202,34,22
235,202,34,22
236,202,34,22
236,202,34,22
238,202,34,22
239,202,34,22
240,202,34,22
242,202,34,22
245,202,34,22
245,202,34,22
247,202,34,22
247,202,34,22
248,202,34,22
251,202,34,22
251,202,34,22
253,203,34,22
254,202,34,22
254,202,34,22
254,202,34,22
254,202,34,22
254,202,34,22
253,202,34,22
254,201,34,22
254,201,34,22
254,201,34,22
253,201,34,22
253,201,33,21
254,200,31,20
254,200,31,20
254,200,31,20
253,199,31,20
254,199,31,20
254,198,31,20
252,197,31,20
253,196,33,21
253,196,33,21
253,195,33,21
253,193,31,20
253,193,31,20
253,193,31,20
255,191,31,20
254,190,31,20
253,189,31,20
254,188,31,20
254,186,31,20
252,185,31,20
252,185,31,20
253,185,31,20
251,184,33,21
250,184,33,21
250,183,33,21
248,180,33,21
248,180,33,21
248,179,33,21
247,178,33,21
246,178,33,21
246,177,33,21
241,175,33,21
240,175,33,21
238,174,33,21
237,174,33,21
233,171,33,21
232,171,33,21
231,171,33,21
229,169,31,20
227,169,33,21
227,169,33,21
228,170,31,20
225,168,31,20
224,168,31,20
224,168,31,20
222,165,31,20
222,165,31,20
219,164,33,21
218,163,34,22
218,163,34,22
218,162,34,22
216,160,34,22
216,160,34,22
217,159,34,22
217,159,34,22
217,159,34,22
217,158,36,23
217,158,36,23
219,156,34,22
219,156,34,22
220,156,34,22
221,157,34,22
222,154,34,22
222,154,34,22
221,154,34,22
222,154,34,22
223,155,33,21
223,154,33,21
222,151,34,22
222,151,34,22
223,151,34,22
223,151,34,22
224,148,34,22
223,148,36,23
223,146,38,24
223,144,38,24
223,144,38,24
228,146,38,24
228,147,38,24
228,148,38,24
229,152,36,23
229,152,38,24
231,155,38,24
232,157,38,24
234,159,38,24
237,160,38,24
238,160,38,24
241,163,38,24
242,162,38,24
242,162,38,24
242,163,38,24
243,163,38,24
241,163,40,25
241,162,40,25
242,162,40,25
242,162,40,25
242,162,40,25
240,161,40,25
240,161,40,25
239,159,38,24
240,159,38,24
240,157,38,24
239,155,38,24
238,154,40,25
237,151,40,25
230,145,42,26
230,144,44,28
226,142,44,28
222,140,46,29
221,139,46,29
221,136,46,29
216,133,48,31
215,132,48,31
210,132,51,32
208,129,51,32
204,128,51,32
204,127,51,32
204,126,48,31
203,126,48,31
200,124,48,31
198,123,51,32
198,123,51,32
197,123,51,32
196,122,51,32
197,122,51,32
193,122,51,32
192,121,51,32
190,119,53,34
188,119,53,34
187,119,53,34
188,119,53,34
188,119,53,34
187,119,53,34
189,120,53,34
191,121,53,34
191,122,53,34
192,122,53,34
191,120,56,35
193,121,53,34
191,121,53,34
191,121,53,34
188,120,53,34
188,120,53,34
188,120,53,34
186,120,53,34
186,120,53,34
185,119,53,34
185,119,53,34
185,119,53,34
182,118,53,34
182,118,53,34
181,118,53,34
180,118,53,34
180,118,53,34
176,116,53,34
176,115,53,34
175,115,53,34
175,115,53,34
174,115,53,34
175,115,53,34
178,116,53,34
177,116,56,35
178,117,56,35
178,117,59,37
178,118,59,37
178,118,59,37
183,120,59,37
184,121,59,37
186,120,59,37
188,120,59,37
193,120,59,37
192,119,59,37
196,119,59,37
196,120,59,37
197,119,59,37
200,119,59,37
200,119,59,37
202,119,59,37
204,120,59,37
205,121,59,37
205,120,62,39
210,122,62,39
214,123,62,39
218,124,62,39
217,124,62,39
218,124,65,41
222,124,65,41
224,124,65,41
223,124,65,41
226,123,65,41
230,123,65,41
230,123,65,41
232,122,65,41
233,123,65,41
237,122,65,41
239,123,62,39
240,123,62,39
242,121,62,39
242,122,62,39
243,121,62,39
245,121,62,39
247,122,59,37
246,120,62,39
247,120,62,39
249,118,62,39
249,118,62,39
249,118,62,39
248,117,62,39
249,116,62,39
249,116,62,39
249,115,62,39
249,115,62,39
248,114,62,39
245,113,62,39
246,112,62,39
245,111,62,39
243,110,62,39
243,110,62,39
240,108,62,39
240,107,62,39
237,106,62,39
236,105,62,39
235,104,65,41
230,101,65,41
230,101,65,41
228,100,65,41
225,100,65,41
226,99,65,41
219,98,65,41
219,98,65,41
219,97,65,41
216,96,65,41
213,95,65,41
212,94,65,41
204,91,65,41
203,90,65,41
203,91,65,41
202,90,65,41
198,90,65,41
198,88,68,43
191,87,68,43
191,86,68,43
191,86,68,43
190,85,68,43
186,84,68,43
187,84,68,43
179,82,72,45
178,82,72,45
176,81,72,45
174,80,72,45
171,80,72,45
170,80,72,45
165,79,72,45
165,79,72,45
166,81,68,43
160,80,68,43
160,80,68,43
159,80,72,45
150,79,72,45
151,81,68,43
146,80,68,43
143,79,68,43
143,79,68,43
128,77,68,43
127,76,68,43
127,76,68,43
124,76,68,43
118,76,68,43
117,76,68,43
102,74,68,43
98,73,72,45
93,73,72,45
80,72,75,48
79,72,75,48
64,72,75,48
56,71,75,48
55,71,75,48
47,71,75,48
46,71,75,48
46,71,75,48
27,76,75,48
25,77,75,48
17,79,75,48
16,80,75,48
11,86,75,48
10,88,75,48
10,89,75,48
12,89,75,48
13,95,75,48
14,96,75,48
15,99,75,48
21,104,75,48
22,105,75,48
24,107,75,48
28,110,75,48
28,110,75,48
36,117,75,48
38,118,72,45
38,118,72,45
37,118,72,45
38,118,72,45
31,118,72,45
33,120,68,43
33,118,68,43
32,118,68,43
30,118,68,43
30,117,68,43
21,108,68,43
20,107,68,43
17,104,65,41
13,96,65,41
14,95,65,41
13,92,65,41
13,92,65,41
15,92,65,41
17,90,65,41
16,89,65,41
16,90,65,41
16,94,65,41
16,94,65,41
16,97,65,41
16,100,65,41
16,101,65,41
16,101,65,41
